"loinc", "TFC", "TestName"
25861-6,URAR,Urine Arginine/Creatinine
13945-1,URBC,Red blood cells
30391-7,URBC,Red blood cells
30391-7,URBC,Red blood cells
30391-7,URBC,Red blood cells
13945-1,URBC,Red blood cells
33782-4,URBP,Urine Retinol Binding Protein
25894-7,URC1,Urinary chromium
25360-9,URCD,Cadmium  (urine)
22664-7,UREA,Urea
22664-7,UREA,Urea
22664-7,UREA,Urea
22664-7,UREA,Urea
22664-7,UREA,Urea
5809-9,URED,Reducing substances(urine)
5809-9,URED,Reducing substances(urine)
5809-9,URED,Reducing substances(urine)
5809-9,URED,Reducing substances(urine)
13465-0,URHC,Mercury/creatinine ratio
5689-5,URHG,MERCURY (Urine)
34338-4,URHG,MERCURY (Urine)
34338-4,URHG,MERCURY (Urine)
25953-1,URLY,Urine Lysine/Creatinine
25966-3,UROR,Urine Ornithine/Creatinine
77307-7,URPB,Urine lead
77307-7,URPB,Urine lead
2756-5,URPH,Urine pH
2756-5,URPH,Urine pH
34387-1,URZN,Urine Zinc
21610-1,URZN,Urine Zinc
6705-8,US1,Androsterone-5 alpha (Andro)
2996-7,US14,Tetrahydro-11-deoxycortisol
9445-8,US17,11-oxo-pregnanetriol
2268-1,US2,Aetiocholanolone-5 beta(Aetio)
16116-6,US20,Tetrahydrocortisone (THE)
LOC_ESO,US21,Tetrahydrocortisol(THF)(5beta)
LOC_ESO,US22,Allo-THF (5 alpha)
55906-2,US23,Alpha cortolone
73877-3,US24,Beta cortolone + beta cortol
53629-2,US26,Alpha-cortol
6701-7,US27,11-beta-hydroxyandrosterone
6700-9,US28,11-b-hydroxyaetiocholanolone
13612-7,US3,Dehydroepiandrosterone (DHA)
LOC_ESO,US4,16-alpha-hydroxy DHA
LOC_ESO,US5,Androstenetriol
LOC_ESO,US6,Total androgens
LOC_ESO,US7,17-hydroxypregnanolone
2834-0,US8,Pregnanediol
2836-5,US9,Pregnanetriol
10715-1,USCH,Bilharzia (Urine)
10715-1,USCM,Microscopy
10715-1,USCM,Microscopy
630-4,USEN,Urine Direct Sensitivity
2965-2,USG,Urine Specific Gravity
5811-5,USG,Urine Specific Gravity
5811-5,USG,Urine Specific Gravity
5811-5,USG,Urine Specific Gravity
73886-4,USP,URINE STEROID PROFILE
73886-4,USP,URINE STEROID PROFILE
73886-4,USTE,Urinary Steroid profile
73886-4,USTE,Urinary Steroid profile
73886-4,USTE,Urinary Steroid profile
47391-8,USUL,Urinary Sulphite
58457-3,USUL,Urinary Sulphite
2888-6,UTP,Urine total protein
2888-6,UTP,Urine total protein
2888-6,UTP,Urine total protein
14935-1,UUA,Urine urate
14934-4,UUA,Urine urate
14935-1,UUAX,Urine urate output
5818-0,UURB,Urine Urobilinogen
14939-3,UURE,Urea / 24hrs
14939-3,UURE,Urea / 24hrs
14939-3,UURE,Urea / 24hrs
14935-1,UURI,Urate / 24hrs
14935-1,UURI,Urate / 24hrs
14935-1,UURI,Urate / 24hrs
14935-1,UURI,Urate / 24hrs
22700-9,UUU,Urine urea
22700-9,UUU,Urine urea
14939-3,UUX,Urine urea output
3167-4,UV,Urine volume
3167-4,UVOL,24hr Urine Volume
3167-4,UVOL,24hr Urine Volume
3167-4,UVOL,24hr Urine Volume
3167-4,UVOL,24hr Urine Volume
3167-4,UVOL,24hr Urine Volume
30405-5,UWBC,White Blood cells
5821-4,UWBC,White Blood cells
5821-4,UWBC,White Blood cells
30405-5,UWBC,White Blood cells
30405-5,UWBC,White Blood cells
32356-8,UYEA,Yeasts
32356-8,UYEA,Yeasts
32356-8,UYEA,Yeasts
60473-6,VACL,Blood vacuolated lymphocytes
14946-8,VALP,Valproic acid
14946-8,VALP,Valproic acid
31012-8,VANC,VANCOMYCIN LEVELS
31012-8,VANC,VANCOMYCIN LEVELS
31012-8,VANC,VANCOMYCIN LEVELS
31012-8,VANC,VANCOMYCIN LEVELS
14685-2,VB12,Vitamin B12
14685-2,VB12,Vitamin B12
2998-3,VB1S,Vitamin B1 (thiamine)
2998-3,VB1S,Vitamin B1 (thiamine)
2998-3,VB1S,Vitamin B1 (thiamine)
653-6,VB1X,Microscopy
20455-2,VB1X,Microscopy
630-4,VB1Y,Culture
630-4,VB1Y,Culture
687-4,VB1Z,Mycoplasma / Ureaplasma
687-4,VB1Z,Mycoplasma / Ureaplasma
56961-6,VB3,Vitamin B3 (Nicotinamide)
56961-6,VB3,Vitamin B3 (Nicotinamide)
653-6,VB3X,Microscopy
20455-2,VB3X,Microscopy
630-4,VB3Y,Culture
630-4,VB3Y,Culture
687-4,VB3Z,Mycoplasma / Ureaplasma
687-4,VB3Z,Mycoplasma / Ureaplasma
5157-3,VCAG,VCA IgG
5157-3,VCAG,VCA IgG
5159-9,VCAG,VCA IgG
5159-9,VCAM,EBV VCA IgM
50690-7,VDRL,VDRL
50690-7,VDRL,VDRL
50690-7,VDRL,VDRL
20507-0,VDRL,VDRL
20507-0,VDRL,VDRL
50690-7,VDSL,VDRL slide test
34694-0,VEGF,Vasc Endothelial Growth factor
34694-0,VEGF,Vasc Endothelial Growth factor
34694-0,VEGF,Vasc Endothelial Growth factor
30073-1,VGCC,Voltage Gated Ca++ Channel Abs
30073-1,VGCC,Voltage Gated Ca++ Channel Abs
41201-5,VGCC,Voltage Gated Ca++ Channel Abs
30073-1,VGCC,Voltage Gated Ca++ Channel Abs
42216-2,VGCR,Volt Gate Ca Chan Abs (REFS)
41871-5,VGKC,Anti-VGKC antibodies
41871-5,VGKC,Anti-VGKC antibodies
42216-2,VGKR,Tested by:
LOC_ESOGEN,VHL,Von Hippel-Lindau Syndrome
2900-9,VIB2,Vitamin B6
2924-9,VIB2,Vitamin B6
60493-4,VIDC,Vitamin D
60493-4,VIDC,Vitamin D
60493-4,VIDC,Vitamin D
60493-4,VIDC,Vitamin D
68438-1,VIDT,25-HYDROXY VITAMIN D
LOC_ESO,VIP,Vasoactive peptide
LOC_ESO,VIP,Vasoactive peptide
16131-5,VIR2,Herpes Type II
11483-5,VIR3,Varicella DNA
16130-7,VIR4,Herpes Type I
10351-5,VIRL,HIV-1 Viral Load
19146-0,VIRR,Virus  PCR
14905-4,VITA,Vitamin A
14905-4,VITA,Vitamin A
14905-4,VITA,Vitamin A
14905-4,VITA,Vitamin A
14905-4,VITA,Vitamin A
14905-4,VITA,Vitamin A
14622-5,VITC,Vitamin C
14622-5,VITC,Vitamin C
14622-5,VITC,Vitamin C
14622-5,VITC,Vitamin C
60493-4,VITD,25 OH Vitamin D
68438-1,VITD,25 OH Vitamin D
60493-4,VITD,25 OH Vitamin D
14590-4,VITE,alpha Tocopherol (Vit E)
14590-4,VITE,alpha Tocopherol (Vit E)
14590-4,VITE,alpha Tocopherol (Vit E)
14590-4,VITE,alpha Tocopherol (Vit E)
1980-2,VITH,Vitamin H (Biotin)
9622-2,VITK,Vitamin K
9622-2,VITK,Vitamin K
9622-2,VITK,Vitamin K
60473-6,VL,Vacuolated Lymphocytes
30194-5,VLFS,Very long chain Fatty Acid
30194-5,VLFS,Very long chain Fatty Acid
14947-6,VMA,VMA
14948-4,VMCR,VMA / Creatinine Ratio
3167-4,VOLM,Collection Volume (ml)
3167-4,VOLU,24hr Urine Volume
38370-3,VORI,Voricanazole level
41871-5,VPCA,Voltage-gated K channel ab's
41871-5,VPCA,Voltage-gated K channel ab's
LOC_ESO,VPR1,"Adeno, Para 1+2+3, Influ A+B,"
LOC_ESO,VPR2,"RSV, Human Metapneum"
31012-8,VPRE,Vancomycin level (pre-dose)
31012-8,VPRE,Vancomycin level (pre-dose)
31012-8,VPST,Vancomycin level (post-dose)
31012-8,VPST,Vancomycin level (post-dose)
31012-8,VRDM,Vancomycin levels
31012-8,VRDM,Vancomycin levels
LOC_ESO,VRT,Viral Resistance Testing
20444-6,VS2,Herpes Simplex I/II PCR
11483-5,VS3,Varicella Zoster Virus PCR
39528-5,VS4,Adenovirus PCR
LOC_SAVE,VSS,Virology Save Serum
68324-3,VWA,Von Willebrand Factor Activity
68324-3,VWA,Von Willebrand Factor Activity
68324-3,VWA,Von Willebrand Factor Activity
41867-3,VWAG,von Willebrand Factor Antigen
41867-3,VWAG,von Willebrand Factor Antigen
3208-6,VWFC,VWF Ristocetin Co-factor
32217-2,VWFM,VWF Multimers
41867-3,VWG,Von Willebrand Factor Ag
41867-3,VWG,Von Willebrand Factor Ag
41867-3,VWG,Von Willebrand Factor Ag
32217-2,VWM,vWillebrands multimers
32217-2,VWM,vWillebrands multimers
5403-1,VZGR,Varicella Zoster IgG
5403-1,VZOG,Varicella Zoster(IgG) ELISA
5403-1,VZOG,Varicella Zoster(IgG) ELISA
21597-0,VZOM,Varicella Zoster (IgM)
21597-0,VZOM,Varicella Zoster (IgM)
11483-5,VZPC,VZV virus by PCR
11483-5,VZPC,VZV virus by PCR
5403-1,VZV,Varicella Zoster IgG (EIA)
5403-1,VZV,Varicella Zoster IgG (EIA)
19162-7,VZVC,Varicella zoster IgM
11483-5,VZVD,VZV DNA
5403-1,VZVG,Varicella zoster IgG
21597-0,VZVM,Varicella zoster IgM
21597-0,VZVM,Varicella zoster IgM
21597-0,VZVM,Varicella zoster IgM
21597-0,VZVM,Varicella zoster IgM
21598-8,VZVP,Varicella Zoster DNA
19162-7,VZVR,Varicella Zoster IgG
4098-0,WARF,Plasma Warfarin Concentration
4098-0,WARF,Plasma Warfarin Concentration
6463-4,WATC,Culture
6463-4,WATC,Culture
14093-9,WATE,Water sample for culture
664-3,WATM,Gram stain
6690-2,WBC,WHITE CELLS
6690-2,WBC,WHITE CELLS
6690-2,WBC,WHITE CELLS
6690-2,WBC,WHITE CELLS
6690-2,WBC,WHITE CELLS
14362-8,WBC,WHITE CELLS
6690-2,WBC,WHITE CELLS
26466-3,WBCF,White Cell Count (Fluid)
26466-3,WBCF,White Cell Count (Fluid)
664-3,WBCF,White Cell Count (Fluid)
6690-2,WCC,White Cell Cystine
6690-2,WCC,White Cell Cystine
48311-5,WCE,LEUCOCYTE ENZYMES
48311-5,WCE,LEUCOCYTE ENZYMES
LOC_ESO,WCOQ,White cell Ubiquinone
46725-8,WHIP,Whipples Disease PCR
46725-8,WHIP,Whipples Disease PCR
46725-8,WHIP,Whipples Disease PCR
31701-6,WNV,West Nile Virus
6462-6,WOCI,Culture & Sensitivity Report
6462-6,WOCI,Culture & Sensitivity Report
6462-6,WOCU,Culture & Sensitivity Report
6462-6,WOCU,Culture & Sensitivity Report
10357-2,WOMI,Gram stain
10357-2,WOMI,Gram stain
10357-2,WOMI,Gram stain
10357-2,WOMI,Gram stain
46725-8,WPCR,Whipples PCR result
42216-2,WPCS,Tested by
9804-6,WT,Weight
13532-7,XANT,CSF Pigments
13532-7,XANT,CSF Pigments
42176-8,XBDR,Beta Glucan result:
42176-8,XBDR,Beta Glucan result:
42176-8,XBDR,Beta Glucan result:
35456-3,YDEL,Y Deletion
LOC_ESOGEN,YDEL,Y Deletion
41249-4,YELL,Yellow fever ab's
41249-4,YELL,Yellow fever ab's
17775-8,YERA,Yersinia IgA
17775-8,YERA,Yersinia IgA
17776-6,YERG,Yersinia IgG
17776-6,YERG,Yersinia IgG
17776-6,YERS,Yersinia Antibodies
41249-4,YFA,Yellow Fever IgG Antibodies
27214-6,YO,Anti-Yo antibodies
79190-5,ZIKA,Zika Virus PCR
79190-5,ZIKA,Zika Virus PCR
79190-5,ZIKU,Zika Virus PCR - Urine
14955-9,ZINC,Zinc (Serum)
14955-9,ZINC,Zinc (Serum)
14955-9,ZINC,Zinc (Serum)
14955-9,ZINC,Zinc (Serum)
14955-9,ZINC,Zinc (Serum)
14955-9,ZINW,Zinc - Whole blood
LOC_ESO,ZKA1,Zika Virus Abs IgG EIA
LOC_ESO,ZKA2,Zika Virus Abs IgM EIA
34417-6,ZNPR,Zinc protoporphyrin
LOC_COMP,ZZ10,Fish Components
LOC_COMP,ZZ10,Fish Components
LOC_COMP,ZZ11,Hazelnut Components
LOC_COMP,ZZ11,Hazelnut Components
69421-6,ZZ11,Hazelnut Components
LOC_COMP,ZZ12,House Dust Mite Components
LOC_COMP,ZZ12,House Dust Mite Components
LOC_COMP,ZZ13,Latex Components
LOC_COMP,ZZ15,Peach Components
LOC_COMP,ZZ15,Peach Components
LOC_COMP,ZZ16,Peanut Components
LOC_COMP,ZZ16,Peanut Components
LOC_COMP,ZZ17,Shrimp Components
LOC_COMP,ZZ17,Shrimp Components
LOC_COMP,ZZ18,Soyabean Components
LOC_COMP,ZZ18,Soyabean Components
LOC_COMP,ZZ19,Timothy Grass Components
LOC_COMP,ZZ19,Timothy Grass Components
LOC_COMP,ZZ2,Aspergillus Components
30986-4,ZZ2,Aspergillus Components
LOC_COMP,ZZ21,Wheat Components
LOC_COMP,ZZ21,Wheat Components
LOC_ESO,ZZ22,PR-10 Proteins
LOC_ESO,ZZ22,PR-10 Proteins
LOC_COMP,ZZ23,Lipid Transfer Proteins
LOC_ESO,ZZ23,Lipid Transfer Proteins
LOC_ESO,ZZ24,Profilins
LOC_COMP,ZZ3,Birch Components
LOC_COMP,ZZ3,Birch Components
LOC_ESO,ZZ31,Tropomyosins
LOC_COMP,ZZ32,Kiwi Components
LOC_COMP,ZZ32,Kiwi Components
LOC_COMP,ZZ33,Venom Components
LOC_COMP,ZZ34,Walnut Components
LOC_COMP,ZZ35,Cashew Components
LOC_COMP,ZZ36,Apple Components
LOC_COMP,ZZ4,Brazil Components
LOC_COMP,ZZ4,Brazil Components
64975-6,ZZ5,Cat Components
LOC_COMP,ZZ6,Celery Components
LOC_COMP,ZZ7,Cows Milk Components
LOC_COMP,ZZ7,Cows Milk Components
LOC_COMP,ZZ8,Dog Components
LOC_COMP,ZZ9,Egg Components
LOC_COMP,ZZ9,Egg Components
